01. CreateOccupationLabelNodes_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 
02. CreateOccupationPrefLabelNodes_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 
03. CreateSkillLabelNodes_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 
04. CleanUpEscoData_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 
989. CreateOccupationContentItems2600_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 50
990. CreateOccupationContentItems2650_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 50
991. CreateOccupationContentItems2700_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 50
992. CreateOccupationContentItems2750_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 50
993. CreateOccupationContentItems2800_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 50
994. CreateOccupationContentItems2850_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 50
995. CreateOccupationContentItems2900_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 50
996. EmailTemplates_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 
997. ContactUsPages_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 
998. QCFLevels0_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 10
999. ApprenticeshipStandardRoutes0_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 18
1000. ApprenticeshipStandards0_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 400
1001. ApprenticeshipStandards1_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 181
1002. RequirementsPrefixes0_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 11
1003. ApprenticeshipLinks0_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 14
1004. ApprenticeshipRequirements0_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 19
1005. CollegeLinks0_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 6
1006. CollegeRequirements0_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 16
1007. UniversityLinks0_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 10
1008. UniversityRequirements0_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 31
1009. DayToDayTasks0_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 400
1010. DayToDayTasks1_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 400
1011. DayToDayTasks2_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 400
1012. DayToDayTasks3_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 400
1013. DayToDayTasks4_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 400
1014. DayToDayTasks5_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 400
1015. DayToDayTasks6_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 400
1016. DayToDayTasks7_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 400
1017. DayToDayTasks8_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 400
1018. DayToDayTasks9_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 400
1019. DayToDayTasks10_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 400
1020. DayToDayTasks11_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 400
1021. DayToDayTasks12_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 400
1022. DayToDayTasks13_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 400
1023. DayToDayTasks14_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 45
1024. OtherRequirements0_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 175
1025. Registrations0_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 37
1026. Restrictions0_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 63
1027. SocCodes0_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 370
1028. ONetOccupationalCodes0_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 400
1029. ONetOccupationalCodes1_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 110
1030. WorkingEnvironments0_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 181
1031. WorkingLocations0_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 400
1032. WorkingLocations1_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 143
1033. WorkingUniforms0_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 11
1034. ApprenticeshipRoutes0_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 400
1035. ApprenticeshipRoutes1_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 221
1036. CollegeRoutes0_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 400
1037. CollegeRoutes1_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 29
1038. UniversityRoutes0_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 400
1039. UniversityRoutes1_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 49
1040. DirectRoutes0_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 400
1041. DirectRoutes1_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 24
1042. OtherRoutes0_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 279
1043. VolunteeringRoutes0_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 233
1044. WorkRoutes0_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 400
1045. WorkRoutes1_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 5
1046. PersonalitySkill_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 
1047. JobProfiles0_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 200
1048. JobProfiles1_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 200
1049. JobProfiles2_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 200
1050. JobProfiles3_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 200
1051. JobProfiles4_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 59
1052. JobCategories0_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 26
1053. PersonalityTrait0_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 8
1054. PersonalityShortQuestion0_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 40
1055. PersonalityQuestionSet0_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 1
1056. PersonalityFilteringQuestion_6bb54ef5-c386-4ca9-9ef6-c300d021bf09.recipe.json: 
# Totals
    OccupationLabels: 33036
SkillLabels: 97816
Skills: 13485
Occupations: 2942
QCFLevels: 10
ApprenticeshipStandardRoutes: 18
ApprenticeshipStandards: 581
RequirementsPrefixes: 11
ApprenticeshipLinks: 14
ApprenticeshipRequirements: 19
CollegeLinks: 6
CollegeRequirements: 16
UniversityLinks: 10
UniversityRequirements: 31
DayToDayTasks: 5645
OtherRequirements: 175
Registrations: 37
Restrictions: 63
SocCodes: 370
ONetOccupationalCodes: 510
WorkingEnvironments: 181
WorkingLocations: 543
WorkingUniforms: 11
ApprenticeshipRoutes: 621
CollegeRoutes: 429
UniversityRoutes: 449
DirectRoutes: 424
OtherRoutes: 279
VolunteeringRoutes: 233
WorkRoutes: 405
JobProfiles: 859
JobCategories: 26
PersonalityTrait: 8
PersonalityShortQuestion: 40
PersonalityQuestionSet: 1
